_id,title,description,category,audience,department,section,priority,isPinned,expiryDate,createdAt,updatedAt,__v
69e2fde48a75c10c62fe8111,Eid-ul-Adha University Closure 2026,University will remain closed from June 25 to July 5 2026 for Eid-ul-Adha vacation. All classes and administrative activities resume on July 6 2026. Security staff will remain on duty.,general,all,,,low,FALSE,2026-07-10T00:00:00.000Z,2026-05-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8112,Annual Internship Fair 2026 Register Now,Annual Internship Fair on June 5-6 2026 at University Auditorium. Top companies including tech firms banks and multinationals will recruit interns. Bring updated CV and portfolio. Registration deadline June 1 2026.,event,students,,,high,TRUE,2026-06-10T00:00:00.000Z,2026-05-06T00:00:00.000Z,2026-05-06T00:00:00.000Z,0
69e2fde48a75c10c62fe8113,Unit Testing Hands-on Workshop for CSE Students,Hands-on workshop on Unit Testing using JUnit and PyTest on May 18 2026 at Lab 201 from 10 AM to 1 PM. All SE students strongly encouraged to attend. Certificate of participation provided. Registration required by May 16.,event,students,CSE,31A,medium,FALSE,2026-05-19T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z,0
69e2fde48a75c10c62fe8114,Special Seminar on Integration Testing Types,Guest lecture on Integration Testing approaches: Big Bang Top-Down Bottom-Up and Sandwich. Speaker: Dr. Rahman from DU. Date: May 22 2026 at 2:30 PM. Venue: Virtual Room 3. Open to all CSE students and faculty.,event,students,CSE,,medium,FALSE,2026-05-23T00:00:00.000Z,2026-05-09T00:00:00.000Z,2026-05-09T00:00:00.000Z,0
69e2fde48a75c10c62fe8115,White Box vs Black Box Testing Distinguished Lecture,Distinguished lecture on White Box and Black Box Testing techniques with real-world industry examples. Date: May 25 2026 at 11:00 AM in Auditorium. Mandatory for CSE 327 students. Open to all interested.,academic,students,CSE,31A,high,FALSE,2026-05-26T00:00:00.000Z,2026-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8116,Alpha Testing Phase Guidelines for SE Projects,Internal Alpha Testing for SE projects begins May 15 2026. Teams must prepare comprehensive test cases and bug report templates. Testing conducted in Lab 204 under faculty supervision. Schedule: daily 10 AM to 3 PM.,academic,students,CSE,31A,urgent,TRUE,2026-05-20T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-05-11T00:00:00.000Z,0
69e2fde48a75c10c62fe8117,Beta Testing with End Users Scheduled,Beta testing phase for selected projects starts June 1 2026 with external end users participating. Project teams must deploy applications to test server by May 28 2026. Feedback forms available on LMS.,academic,students,CSE,31A,high,FALSE,2026-06-15T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
69e2fde48a75c10c62fe8118,Final Exam Routine Spring 2026 Published,Final examination routine for Spring 2026 semester now published. Exams commence from July 15 2026. Check university website or department notice board for your detailed schedule. Any conflicts must be reported by June 25.,exam,students,,,urgent,TRUE,2026-08-01T00:00:00.000Z,2026-06-20T00:00:00.000Z,2026-06-20T00:00:00.000Z,0
69e2fde48a75c10c62fe8119,CSE 327 Software Testing Quiz 1,Quiz 1 on Software Testing fundamentals covering Chapters 1-3: testing principles test case design and unit testing. Date: May 28 2026 during regular class time. Bring your own calculator. No make-up quizzes.,exam,students,CSE,31A,high,FALSE,2026-05-29T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-05-13T00:00:00.000Z,0
69e2fde48a75c10c62fe8120,EEE Department Lab Equipment Maintenance,EEE laboratories will be closed for equipment maintenance from May 25-27 2026. All lab classes during this period are rescheduled. Contact EEE department office for new schedule.,general,students,EEE,,medium,FALSE,2026-05-28T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,0
69e2fde48a75c10c62fe8121,Library Extended Hours During Midterm Exam Period,University library will remain open from 8:00 AM to 10:00 PM from June 1-20 2026 to support students during midterm examination preparation. Group study rooms available on first-come basis.,general,all,,,medium,FALSE,2026-06-21T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,0
69e2fde48a75c10c62fe8122,BBA Internship Report Submission Deadline,All BBA students completing internships must submit final reports by June 30 2026 to the department office. Reports must follow prescribed format available on LMS. Late submissions will result in grade deduction.,academic,students,BBA,,high,FALSE,2026-07-01T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8123,Campus WiFi Maintenance Notice,Campus-wide WiFi network maintenance scheduled on May 16 2026 from 6:00 AM to 8:00 AM. Internet services may be intermittent during this period. Plan your online activities accordingly.,general,all,,,low,FALSE,2026-05-17T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,0
69e2fde48a75c10c62fe8124,MBA Admission Test Spring 2026 Scheduled,MBA admission test for Spring 2026 will be held on May 25 2026 at 10:00 AM in the MBA Building. Admit cards available for download from admission portal from May 20. Report by 9:30 AM with ID.,exam,prospective,,,high,TRUE,2026-05-26T00:00:00.000Z,2026-05-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8125,Voluntary Blood Donation Camp May 2026,Voluntary blood donation camp organized at University Health Center on May 20 2026 from 9:00 AM to 4:00 PM. All healthy students faculty and staff are encouraged to participate. Free health checkup for donors.,event,all,,,medium,FALSE,2026-05-21T00:00:00.000Z,2026-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8126,Spring 2026 Tuition Fee Payment Deadline,Last date for paying Spring 2026 semester tuition fees without late fine is May 31 2026. Payments accepted at accounts office or through online banking. After deadline a late fine of BDT 500 applies.,general,students,,,high,TRUE,2026-06-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8127,Career Development Workshop for CSE Final Year,Workshop on Resume Writing and Interview Skills for CSE final year students on May 22 2026 at 10 AM. Industry experts from IT companies will conduct mock interviews. Registration required by May 20. Limited seats.,event,students,CSE,,high,FALSE,2026-05-23T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
69e2fde48a75c10c62fe8128,University Research Grant Proposals 2026-2027,Faculty members invited to submit research grant proposals for 2026-2027 cycle. Deadline: June 15 2026. Proposal format and guidelines available at Research Cell office. Funding up to BDT 200000 per approved project.,academic,faculty,,,medium,FALSE,2026-06-16T00:00:00.000Z,2026-05-05T00:00:00.000Z,2026-05-05T00:00:00.000Z,0
69e2fde48a75c10c62fe8129,LLB Intra-Department Moot Court Competition,Annual intra-department moot court competition on June 2-3 2026 at Law Moot Court Room. Registration open until May 28. Teams of 3 members. Topic released on May 20. Winners represent PCIU at national competition.,event,students,LLB,,high,TRUE,2026-06-04T00:00:00.000Z,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,0
69e2fde48a75c10c62fe8130,Student ID Card Renewal Spring 2026,All continuing students must renew ID cards for Spring 2026 by May 30 2026. Visit IT section with admission receipt and old ID card. Operating hours: Sunday to Thursday 10 AM to 3 PM.,general,students,,,medium,FALSE,2026-05-31T00:00:00.000Z,2026-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8131,Department of English Poetry Recitation Event,The Department of English organizes a Poetry Recitation event on May 19 2026 at 3:00 PM in ENG Seminar Room to celebrate World Poetry Day. Interested students register by May 17. Certificates for all participants.,event,students,ENG,,low,FALSE,2026-05-20T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z,0
69e2fde48a75c10c62fe8132,Mandatory Industrial Site Visit for CEN Students,Mandatory industrial site visit for Civil Engineering students on May 21 2026 to ongoing construction project. Transportation provided. Departure at 7:00 AM from main gate. Safety gear mandatory. Return by 5 PM.,academic,students,CEN,,high,FALSE,2026-05-22T00:00:00.000Z,2026-05-11T00:00:00.000Z,2026-05-11T00:00:00.000Z,0
69e2fde48a75c10c62fe8133,Inter-Department Sports Week 2026 Registration,Inter-department Sports Week from June 8-12 2026. Events: Cricket Football Badminton Table Tennis and Chess. Register your department team by June 1 2026 at Sports Office. Opening ceremony June 8 at 9 AM.,event,all,,,medium,FALSE,2026-06-02T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8134,EEE Final Year Capstone Project Showcase,Final year EEE students will showcase capstone projects on May 30 2026 from 10 AM to 4 PM at EEE Building. Industry professionals invited as judges. All students and faculty welcome to attend.,event,all,EEE,,high,TRUE,2026-05-31T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,0
69e2fde48a75c10c62fe8135,Anti-Ragging Awareness Seminar Mandatory for Freshers,Proctors Office organizes Anti-Ragging Awareness Seminar on May 16 2026 at 11 AM in Auditorium. Attendance mandatory for all first-year students of all departments. Zero tolerance policy explained.,general,students,,,urgent,TRUE,2026-05-17T00:00:00.000Z,2026-05-09T00:00:00.000Z,2026-05-09T00:00:00.000Z,0
69e2fde48a75c10c62fe8136,BFT Sustainable Fashion Design Competition,Department of BFT hosts Fabric Design Competition with theme Sustainable Fashion. Submissions accepted until May 29 2026 at BFT department. Winners exhibited at annual fashion show. Open to all BFT students.,event,students,BFT,,medium,FALSE,2026-05-30T00:00:00.000Z,2026-05-14T00:00:00.000Z,2026-05-14T00:00:00.000Z,0
69e2fde48a75c10c62fe8137,MCSE Thesis Defense Schedule Spring 2026,MS in CSE thesis defense for Spring 2026 batch scheduled June 15-17 2026. Candidates must submit final dissertation copies in both soft and hard formats by June 5 2026 to examination controller office.,exam,students,MCSE,,urgent,TRUE,2026-06-18T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,0
69e2fde48a75c10c62fe8138,Academic Calendar Summer 2026 Published,Academic calendar for Summer 2026 semester published. Classes begin August 1 2026. Registration dates course offerings and fee schedule available on university website. Hard copies at registrar office.,academic,all,,,medium,FALSE,2026-08-15T00:00:00.000Z,2026-06-10T00:00:00.000Z,2026-06-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8139,CSE 327 Test Case Design Assignment Due May 25,Assignment on designing test cases using Equivalence Partitioning and Boundary Value Analysis. Due May 25 2026 via LMS. Late submissions penalized at 10 percent per day. Refer to textbook chapters 5-6.,academic,students,CSE,31A,high,FALSE,2026-05-26T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
69e2fde48a75c10c62fe8140,Founders Day Celebration June 2026,Port City International University celebrates Founders Day on June 20 2026. Cultural program alumni reunion and special recognition ceremony from 10:00 AM. All students faculty alumni and staff cordially invited.,event,all,,,high,TRUE,2026-06-21T00:00:00.000Z,2026-06-01T00:00:00.000Z,2026-06-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8141,Free Student Counseling Services Available,Student Welfare Office offers free professional counseling services. Students facing academic stress personal issues or mental health concerns can book confidential appointments via email welfare@portcity.edu.bd or walk-in Tuesday Thursday 2-4 PM.,general,students,,,low,FALSE,2026-12-31T00:00:00.000Z,2026-05-01T00:00:00.000Z,2026-05-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8142,BBA Final Year Project Presentation Schedule,BBA final year project presentations from June 5-8 2026. Detailed group-wise schedule posted on BBA department notice board. All group members must be present. Professional attire required. External examiner present.,exam,students,BBA,,urgent,TRUE,2026-06-09T00:00:00.000Z,2026-05-25T00:00:00.000Z,2026-05-25T00:00:00.000Z,0
69e2fde48a75c10c62fe8143,JRN Digital Media and Fact-Checking Workshop,Department of Journalism organizes workshop on Digital Media and Fact-Checking on May 24 2026 at Media Lab. Renowned journalist Mr. Hasan will facilitate. Hands-on training included. Limited to 30 participants.,event,students,JRN,,medium,FALSE,2026-05-25T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
69e2fde48a75c10c62fe8144,CSE 31A Temporary Classroom Relocation,CSE 31A classes temporarily moved to Room 305 from May 20-24 2026 due to maintenance work in original classroom. Normal classroom resumes May 25. Notice posted on both rooms.,general,students,CSE,31A,medium,FALSE,2026-05-25T00:00:00.000Z,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,0
69e2fde48a75c10c62fe8145,Online Registration System Scheduled Downtime,Online registration system will undergo maintenance on May 17 2026 from 12:00 AM to 6:00 AM. No registrations can be processed during this window. Plan your registration activities accordingly.,general,all,,,medium,FALSE,2026-05-17T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8146,EEE and CEN Capstone Project Group Formation,EEE and CEN students enrolled in capstone project courses must form groups of 3-4 members and submit topic with supervisor approval by May 22 2026. Form available at department office.,academic,students,EEE,,high,FALSE,2026-05-23T00:00:00.000Z,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z,0
69e2fde48a75c10c62fe8147,University Transport Service Schedule Update,University bus schedule updated for summer effective May 20 2026. New routes and timings available at transport office notice board and website. Contact transport office for route change requests.,general,all,,,low,FALSE,2026-06-20T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8148,University Cafeteria Revised Menu and Pricing,Cafeteria has revised menu and prices effective May 15 2026. New menu cards displayed at cafeteria entrance. Quality feedback welcomed via admin office or online suggestion box.,general,all,,,low,FALSE,2026-06-15T00:00:00.000Z,2026-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8149,Make-up Class EEE 2101 May 18 2026,Make-up class for EEE 2101 (missed on April 14 due to holiday) will be held on May 18 2026 from 2:00 PM to 3:30 PM in Room 402. Attendance mandatory. Bring previous lecture notes.,academic,students,EEE,,medium,FALSE,2026-05-19T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
69e2fde48a75c10c62fe8150,Research Cell Mandatory Plagiarism Check Policy,Research Cell mandates all theses and dissertations undergo Turnitin plagiarism check before final submission. Maximum allowed similarity index is 20 percent. Reports must be attached with final submission.,academic,students,MCSE,,urgent,TRUE,2026-07-01T00:00:00.000Z,2026-05-25T00:00:00.000Z,2026-05-25T00:00:00.000Z,0
69e2fde48a75c10c62fe8151,PCIU Alumni Association Networking Dinner,PCIU Alumni Association hosts networking dinner on June 12 2026 at 7 PM at university campus. All alumni cordially invited. Registration required at alumni.portcity.edu.bd by June 5. Reconnect and network.,event,alumni,,,medium,FALSE,2026-06-13T00:00:00.000Z,2026-05-25T00:00:00.000Z,2026-05-25T00:00:00.000Z,0
69e2fde48a75c10c62fe8152,Lost and Found Items Collection Notice,Items including USB drives calculators ID cards and keys found on campus. Check Proctors Office notice board for list. Claim by May 30 2026 with proper identification. Unclaimed items will be disposed.,general,all,,,low,FALSE,2026-05-31T00:00:00.000Z,2026-05-16T00:00:00.000Z,2026-05-16T00:00:00.000Z,0
69e2fde48a75c10c62fe8153,Automated Testing Tools Lab Session Selenium JIRA Postman,Hands-on lab session on Selenium JIRA and Postman for automated testing on May 26 2026 at 10:00 AM in Lab 203. Limited to 25 seats priority for SE students. Bring your own laptop with software pre-installed.,event,students,CSE,,high,FALSE,2026-05-27T00:00:00.000Z,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,0
69e2fde48a75c10c62fe8154,Graduation Application Summer 2026 Now Open,Applications for Summer 2026 graduation now open. Eligible students apply through student portal by July 15 2026. Check your academic record for completeness before applying. Fee: BDT 3000.,academic,students,,,urgent,TRUE,2026-07-16T00:00:00.000Z,2026-06-01T00:00:00.000Z,2026-06-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8155,ENF World Environment Day Green Campus Rally,Department of Environmental Science organizes Green Campus Rally on June 5 2026 (World Environment Day) at 9:00 AM starting from main gate. Tree plantation ceremony follows. All departments encouraged to participate.,event,all,ENF,,medium,FALSE,2026-06-06T00:00:00.000Z,2026-05-28T00:00:00.000Z,2026-05-28T00:00:00.000Z,0
69e2fde48a75c10c62fe8156,MJR Student Documentary Screening May 29,Screening of student-made documentaries from MJR department on May 29 2026 at 4 PM in Media Studio. Topics: Social issues of Bangladesh. Q and A session with filmmakers follows screening.,event,all,MJR,,low,FALSE,2026-05-30T00:00:00.000Z,2026-05-19T00:00:00.000Z,2026-05-19T00:00:00.000Z,0
69e2fde48a75c10c62fe8157,Parking Area Restriction for Sports Week Opening,Due to Sports Week opening ceremony main parking area reserved for guests on June 8 2026 from 7 AM to 2 PM. Alternative parking available at South Campus lot. Cooperation requested.,general,all,,,medium,FALSE,2026-06-09T00:00:00.000Z,2026-06-01T00:00:00.000Z,2026-06-01T00:00:00.000Z,0
69e2fde48a75c10c62fe8158,SE Make-up Class System Testing and Acceptance Testing,Make-up class on System Testing and Acceptance Testing for CSE 327 on May 19 2026 at 4:00 PM in Room 301. Attendance mandatory. Will cover topics for final exam.,academic,students,CSE,31A,high,FALSE,2026-05-20T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8159,Course Withdrawal Deadline Spring 2026,Last date to withdraw from a course for Spring 2026 semester is May 31 2026. Withdrawal forms must be signed by course instructor and department head. W grade appears on transcript after this date.,academic,students,,,high,FALSE,2026-06-01T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,0
69e2fde48a75c10c62fe8160,LMF Free Legal Aid Camp May 27,Department of Law and Media Foundation organizes free legal aid camp on May 27 2026 from 10 AM to 4 PM at university premises. External legal experts and advocates present. Open to university community and nearby residents.,event,all,LMF,,medium,FALSE,2026-05-28T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8161,IQAC Annual Quality Assurance Survey,Institutional Quality Assurance Cell requests all students and faculty to complete annual quality assurance survey by May 30 2026. Link available at portcity.edu.bd/iqac-survey. Your feedback shapes university improvements.,general,all,,,medium,FALSE,2026-05-31T00:00:00.000Z,2026-05-20T00:00:00.000Z,2026-05-20T00:00:00.000Z,0
69e2fde48a75c10c62fe8162,CSE Building Scheduled Power Outage May 16,Scheduled electrical maintenance at CSE Building on May 16 2026 from 12:00 PM to 2:00 PM. Plan lab work accordingly. Save all work before 12 PM. Generators will power emergency lights only.,general,all,CSE,,high,FALSE,2026-05-17T00:00:00.000Z,2026-05-13T00:00:00.000Z,2026-05-13T00:00:00.000Z,0
69e2fde48a75c10c62fe8163,Teacher Evaluation by Students Spring 2026,Spring 2026 teacher evaluation forms available on student portal. Students must submit evaluations for all enrolled courses by June 5 2026. Anonymous feedback ensures quality teaching.,academic,students,,,medium,FALSE,2026-06-06T00:00:00.000Z,2026-05-25T00:00:00.000Z,2026-05-25T00:00:00.000Z,0
69e2fde48a75c10c62fe8164,CSE 327 Regression Testing Group Presentations,Student groups present on Regression Testing strategies and tools on May 27 2026 during class. Upload presentation slides to LMS by May 26 midnight. 15 minutes per group including Q and A.,academic,students,CSE,31A,high,FALSE,2026-05-28T00:00:00.000Z,2026-05-17T00:00:00.000Z,2026-05-17T00:00:00.000Z,0
69e2fde48a75c10c62fe8165,Merit-Based and Need-Based Scholarship Applications Open,Applications open for Merit-Based and Need-Based Scholarships for 2026-2027 academic year until June 30 2026. Apply through financial aid portal with required documents. Results announced July 15.,academic,students,,,high,TRUE,2026-07-01T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8166,PCIU IEEE Student Branch Annual General Meeting,Annual General Meeting of PCIU IEEE Student Branch on May 28 2026 at 3 PM in EEE Seminar Room. New committee election and project planning session. All members must attend.,event,students,IEEE,,medium,FALSE,2026-05-29T00:00:00.000Z,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,0
69e2fde48a75c10c62fe8167,University Clubs Recruitment Drive May 2026,University clubs including Debate Photography Drama and IT Club hold recruitment drive on May 22-23 2026 at Student Center from 10 AM to 3 PM. New members welcome. Join and explore your talents.,event,students,,,low,FALSE,2026-05-24T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
69e2fde48a75c10c62fe8168,MCSE Spring 2026 New Student Orientation,Orientation program for newly admitted Master of CSE students on May 20 2026 at 3:00 PM in MCSE Seminar Room. Introduction to program structure faculty and facilities. Attendance mandatory.,event,students,MCSE,,high,FALSE,2026-05-21T00:00:00.000Z,2026-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8169,BBA Industrial Tour 2026 Registration Open,Registration for BBA Industrial Tour 2026 open until May 25. Destinations: EPZ and major factories in Chittagong. Tour date: May 30. Fee: BDT 1500 per student. Register at BBA department office.,event,students,BBA,,medium,FALSE,2026-05-26T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8170,Spring 2026 Semester Break Announcement,Spring 2026 semester classes end on July 5 2026. Semester break: July 6 to August 1 2026. Summer 2026 classes start August 2. Administrative offices remain open during break Sunday to Thursday.,academic,all,,,medium,FALSE,2026-08-02T00:00:00.000Z,2026-06-15T00:00:00.000Z,2026-06-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8171,PCIU CSE Hackathon 2026 Smart Bangladesh,PCIU CSE Hackathon 2026 from May 31 to June 1 2026 (36 hours). Theme: Smart Bangladesh. Registration: 3-member teams by May 25 at CSE department. Exciting prizes and industry mentorship.,event,students,CSE,,high,TRUE,2026-05-26T00:00:00.000Z,2026-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,0
69e2fde48a75c10c62fe8172,CSE Capstone Project Supervisor Allocation Published,Final allocation of supervisors for CSE capstone projects and theses published on CSE department board. Check your assigned supervisor and schedule first meeting before May 25 2026.,academic,students,CSE,,urgent,TRUE,2026-05-25T00:00:00.000Z,2026-05-16T00:00:00.000Z,2026-05-16T00:00:00.000Z,0
69e2fde48a75c10c62fe8173,BTE Remedial Mathematics Classes,Special remedial classes on Applied Mathematics for BTE students start from May 22 2026. Schedule: Every Saturday and Monday at 5:00 PM in Room 101. Attendance recommended for struggling students.,academic,students,BTE,,medium,FALSE,2026-06-22T00:00:00.000Z,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,0
69e2fde48a75c10c62fe8174,Academic Probation Student Advisory Meetings,Students on academic probation must meet with academic advisors by May 30 2026 to discuss improvement plan and sign probation contract. Failure to comply may result in enrollment cancellation next semester.,academic,students,,,urgent,TRUE,2026-05-31T00:00:00.000Z,2026-05-15T00:00:00.000Z,2026-05-15T00:00:00.000Z,0
69e2fde48a75c10c62fe8175,Campus Emergency Evacuation Drill May 25,Mandatory emergency evacuation drill on May 25 2026 at 11:00 AM. All persons on campus must participate. Treat alarms as real emergency. Follow evacuation routes posted in each building.,general,all,,,high,TRUE,2026-05-25T00:00:00.000Z,2026-05-18T00:00:00.000Z,2026-05-18T00:00:00.000Z,0
69e2fde48a75c10c62fe8176,Post-Eid Reunion and Cultural Night,Post-Eid-ul-Fitr reunion and cultural night organized by Student Welfare Office on April 5 2026 at 6:30 PM at university playground. Cultural performances games and dinner. All students welcome.,event,all,,,low,FALSE,2026-04-06T00:00:00.000Z,2026-03-29T00:00:00.000Z,2026-03-29T00:00:00.000Z,0
69e2fde48a75c10c62fe8177,CSE 327 Assignment Black Box Testing Techniques,Assignment on Boundary Value Analysis and Equivalence Partitioning techniques posted on LMS. Due May 20 2026. Include proper diagrams and test case tables. Individual submission required.,academic,students,CSE,31A,high,FALSE,2026-05-21T00:00:00.000Z,2026-05-12T00:00:00.000Z,2026-05-12T00:00:00.000Z,0
